user_id;plan_trip_id;rating
304;158;4
254;196;4
652;29;4
453;196;4
37;51;4
160;152;4
9;14;4
233;69;4
99;146;4
659;170;4
816;57;4
208;12;4
131;17;4
404;30;4
152;88;4
54;99;4
120;23;4
673;129;4
920;79;4
628;32;4
587;9;4
625;15;4
968;156;4
420;152;4
422;188;4
104;163;4
852;27;4
254;109;4
227;76;4
112;148;4
510;65;4
473;177;4
99;109;4
153;129;4
861;10;4
914;47;4
896;123;4
878;59;4
338;96;4
706;190;4
822;103;4
163;124;4
720;86;4
957;146;4
681;112;4
996;174;4
161;160;4
580;27;4
801;18;4
398;167;4
277;177;4
816;82;4
916;172;4
504;72;4
896;54;4
392;162;4
135;71;4
195;164;4
401;146;4
640;38;4
33;187;4
688;137;4
460;200;4
955;179;4
883;35;4
470;82;4
375;133;4
22;142;4
750;158;4
670;4;4
38;167;4
230;192;4
365;153;4
563;156;4
438;194;4
776;150;4
283;159;4
27;23;4
226;48;4
277;148;4
798;125;4
609;166;4
284;55;4
879;68;4
960;88;4
481;1;4
453;135;4
829;185;4
816;95;4
659;140;4
516;106;4
547;133;4
192;108;4
49;178;4
512;42;4
17;102;4
172;124;4
220;140;4
158;103;4
477;146;4
46;194;4
373;74;4
518;108;4
99;122;4
892;17;4
745;196;4
37;71;4
280;62;4
349;41;4
497;119;4
302;162;4
181;198;4
607;45;4
99;58;4
700;179;4
993;126;4
116;162;4
191;44;4
253;15;4
981;78;4
928;70;4
983;178;4
161;101;4
256;160;4
323;195;4
128;3;4
18;86;4
793;74;4
735;51;4
566;67;4
570;76;4
323;93;4
872;176;4
686;145;4
792;7;4
626;13;4
288;120;4
943;66;4
854;4;4
663;138;4
962;88;4
639;17;4
155;52;4
490;134;4
386;69;4
986;137;4
785;21;4
104;24;4
929;4;4
393;152;4
811;187;4
246;3;4
176;68;4
39;101;4
477;168;4
682;176;4
759;54;4
538;35;4
867;56;4
818;108;4
921;40;4
408;68;4
525;46;4
828;78;4
506;141;4
903;155;4
825;6;4
36;17;4
685;164;4
20;99;4
321;81;4
776;2;4
512;77;4
400;180;4
654;66;4
972;52;4
883;92;4
471;171;4
143;22;4
92;111;4
354;107;4
834;183;4
800;67;4
727;188;4
959;186;4
854;140;4
51;69;4
665;84;4
698;103;4
575;39;4
190;13;4
125;41;4
150;57;4
314;181;4
570;12;4
342;13;4
305;120;4
692;97;4
682;57;4
838;40;4
783;118;4
54;80;4
444;128;4
613;173;4
993;35;4
264;3;4
53;120;4
572;5;4
620;11;4
5;126;4
103;71;4
196;117;4
774;184;4
877;138;4
992;106;4
884;116;4
350;162;4
47;67;4
867;200;4
823;31;4
936;75;4
820;71;4
656;66;4
269;70;4
370;41;4
636;191;4
106;160;4
670;20;4
659;185;4
657;178;4
120;153;4
831;140;4
787;199;4
604;39;4
58;145;4
951;45;4
346;139;4
741;70;4
474;125;4
117;151;4
830;91;4
791;70;4
127;166;4
393;130;4
908;84;4
641;89;4
58;79;4
634;113;4
513;93;4
751;72;4
802;165;4
96;49;4
638;52;4
118;33;4
560;22;4
601;114;4
488;133;4
237;18;4
885;166;4
897;118;4
272;117;4
189;37;4
999;64;4
704;138;4
447;79;4
581;170;4
790;123;4
861;176;4
247;44;4
963;82;4
76;87;4
154;16;4
656;54;4
435;102;4
997;163;4
86;98;4
697;156;4
285;2;4
974;94;4
220;141;4
69;169;4
47;59;4
94;69;4
750;119;4
958;92;4
453;181;4
204;45;4
912;148;4
218;24;4
474;189;4
432;91;4
341;94;4
551;58;4
612;155;4
289;154;4
254;128;4
734;7;4
357;170;4
23;47;4
762;53;4
522;187;4
758;38;4
837;197;4
100;53;4
802;143;4
180;154;4
223;48;4
906;95;4
762;147;4
659;137;4
442;64;4
608;93;4
769;182;4
325;125;4
516;179;4
16;39;4
792;4;4
336;126;4
759;3;4
258;64;4
497;29;4
988;116;4
896;11;4
160;97;4
475;102;4
852;186;4
664;155;4
908;21;4
690;39;4
675;102;4
380;46;4
545;66;4
929;91;4
957;164;4
691;111;4
427;82;4
613;123;4
268;193;4
835;191;4
577;99;4
417;35;4
168;159;4
842;156;4
43;103;4
556;129;4
285;25;4
397;43;4
12;84;4
607;195;4
302;191;4
898;51;4
253;130;4
499;126;4
754;192;4
35;69;4
727;9;4
849;2;4
90;162;4
776;188;4
605;189;4
922;159;4
970;10;4
602;114;4
418;76;4
115;164;4
617;85;4
903;49;4
196;70;4
826;177;4
501;131;4
626;133;4
493;189;4
75;90;4
413;26;4
376;72;4
420;5;4
729;15;4
277;123;4
761;144;4
676;1;4
394;144;4
869;165;4
457;3;4
920;180;4
192;47;4
739;95;4
689;13;4
99;120;4
548;55;4
978;149;4
999;66;4
96;182;4
664;155;4
663;166;4
190;90;4
736;186;4
37;62;4
780;102;4
369;174;4
695;139;4
525;200;4
279;8;4
217;97;4
867;117;4
873;199;4
798;64;4
273;21;4
881;200;4
62;115;4
596;191;4
880;85;4
729;192;4
342;20;4
397;8;4
699;58;4
19;46;4
177;31;4
612;93;4
396;9;4
445;15;4
233;94;4
915;154;4
76;138;4
265;29;4
455;80;4
796;36;4
718;84;4
735;109;4
384;118;4
564;37;4
851;86;4
506;71;4
367;151;4
144;169;4
885;93;4
69;80;4
99;102;4
396;156;4
25;176;4
948;166;4
891;159;4
469;14;4
484;117;4
565;73;4
151;91;4
144;90;4
569;29;4
39;179;4
109;49;4
693;171;4
42;72;4
186;133;4
935;42;4
398;135;4
223;42;4
634;164;4
133;105;4
163;27;4
215;58;4
733;46;4
235;66;4
843;25;4
658;73;4
751;117;4
588;155;4
9;129;4
74;87;4
954;74;4
492;170;4
913;180;4
253;153;4
230;182;4
519;125;4
174;67;4
653;6;4
168;125;4
170;58;4
393;70;4
946;53;4
795;66;4
634;58;4
194;82;4
517;87;4
29;2;4
165;150;4
422;37;4
339;148;4
648;103;4
496;24;4
365;112;4
833;65;4
342;193;4
500;129;4
657;117;4
511;116;4
327;105;4
217;3;4
301;46;4
132;55;4
804;75;4
70;192;4
252;45;4
415;154;4
787;77;4
445;193;4
876;24;4
182;35;4
167;24;4
91;28;4
714;16;4
858;59;4
531;182;4
39;144;4
126;15;4
451;11;4
173;193;4
653;79;4
754;115;4
220;68;4
638;43;4
58;69;4
660;141;4
476;138;4
456;75;4
829;103;4
895;41;4
361;178;4
935;199;4
1;59;4
387;39;4
973;3;4
348;7;4
190;49;4
505;26;4
191;161;4
508;101;4
369;176;4
409;79;4
824;2;4
929;127;4
934;199;4
117;160;4
134;132;4
58;20;4
556;117;4
685;164;4
672;32;4
173;28;4
829;77;4
815;1;4
149;188;4
80;56;4
886;35;4
213;112;4
203;30;4
764;54;4
229;36;4
676;183;4
227;80;4
659;58;4
532;83;4
441;65;4
402;69;4
47;128;4
233;51;4
305;22;4
526;107;4
143;109;4
415;116;4
513;101;4
373;181;4
566;100;4
886;164;4
259;68;4
656;36;4
471;180;4
953;181;4
971;178;4
12;169;4
330;146;4
736;22;4
784;66;4
968;21;4
358;100;4
972;128;4
408;44;4
668;103;4
373;47;4
8;39;4
122;29;4
348;54;4
676;90;4
90;85;4
648;17;4
698;80;4
316;188;4
178;159;4
540;73;4
732;49;4
869;101;4
41;2;4
740;176;4
704;142;4
923;59;4
502;97;4
959;99;4
145;186;4
201;103;4
929;186;4
724;179;4
461;2;4
732;41;4
752;123;4
925;82;4
909;144;4
558;132;4
547;140;4
253;29;4
390;135;4
594;14;4
883;12;4
256;99;4
709;133;4
815;81;4
921;106;4
450;32;4
10;74;4
824;171;4
798;81;4
242;69;4
251;45;4
877;106;4
5;137;4
119;177;4
801;161;4
374;100;4
65;146;4
146;9;4
224;62;4
239;185;4
177;29;4
779;125;4
853;114;4
282;153;4
63;143;4
217;134;4
854;120;4
827;170;4
795;157;4
689;79;4
461;93;4
929;4;4
610;82;4
105;185;4
99;177;4
511;172;4
385;75;4
405;14;4
823;131;4
518;114;4
476;62;4
977;106;4
709;64;4
863;102;4
645;173;4
870;106;4
771;186;4
437;20;4
23;58;4
997;112;4
565;57;4
677;196;4
714;119;4
458;97;4
83;92;4
145;52;4
85;37;4
78;8;4
457;44;4
878;98;4
1;133;4
51;118;4
685;69;4
717;159;4
772;45;4
446;137;4
449;32;4
881;33;4
488;126;4
800;67;4
34;30;4
348;114;4
95;29;4
72;131;4
551;185;4
154;30;4
250;137;4
674;154;4
438;130;4
118;62;4
771;3;4
891;174;4
306;68;4
268;25;4
961;179;4
54;141;4
236;44;4
389;163;4
990;55;4
734;137;4
763;130;4
825;189;4
401;41;4
624;172;4
767;64;4
303;31;4
919;47;4
207;130;4
229;96;4
853;77;4
910;110;4
578;69;4
75;58;4
435;106;4
103;44;4
422;74;4
704;56;4
764;171;4
738;127;4
806;162;4
306;30;4
98;71;4
850;198;4
798;118;4
335;55;4
859;67;4
435;141;4
447;3;4
994;26;4
308;57;4
249;126;4
166;152;4
481;53;4
984;198;4
335;43;4
542;188;4
759;186;4
106;49;4
563;42;4
81;194;4
133;11;4
797;103;4
900;98;4
138;146;4
184;85;4
401;100;4
330;104;4
785;180;4
508;46;4
852;44;4
984;22;4
69;181;4
546;187;4
774;114;4
53;125;4
450;124;4
205;30;4
126;8;4
747;98;4
43;57;4
752;111;4
971;73;4
883;115;4
111;20;4
761;25;4
663;19;4
183;5;4
848;75;4
95;128;4
971;72;4
374;155;4
912;40;4
520;26;4
900;27;4
360;190;4
900;83;4
696;128;4
281;178;4
195;170;4
864;157;4
195;167;4
667;188;4
93;169;4
672;33;4
946;97;4
61;111;4
634;16;4
51;23;4
403;135;4
789;26;4
5;96;4
466;12;4
604;72;4
682;133;4
829;106;4
534;117;4
405;197;4
838;177;4
513;26;4
645;133;4
233;22;4
524;13;4
346;156;4
46;161;4
546;107;4
945;23;4
78;97;4
730;18;4
813;117;4
923;30;4
73;26;4
794;144;4
249;39;4
47;161;4
121;154;4
214;176;4
239;193;4
56;166;4
350;130;4
107;113;4
831;134;4
48;46;4
573;50;4
337;166;4
26;106;4
804;146;4
257;155;4
8;169;4
625;72;4
867;74;4
253;17;4
692;190;4
719;157;4
303;186;4
639;70;4
56;150;4
726;6;4
526;26;4
474;167;4
28;140;4
983;99;4
78;142;4
216;22;4
386;51;4
365;151;4
666;176;4
526;199;4
699;104;4
312;178;4
883;89;4
7;141;4
3;138;4
623;183;4
919;9;4
750;79;4
363;52;4
751;130;4
508;153;4
274;13;4
506;51;4
806;186;4
739;34;4
883;35;4
15;131;4
192;120;4
985;187;4
631;70;4
485;176;4
28;192;4
714;147;4
39;67;4
953;103;4
273;73;4
231;116;4
86;133;4
474;67;4
126;139;4
812;121;4
537;94;4
145;196;4
525;197;4
212;129;4
25;91;4
580;92;4
394;63;4
67;29;4
233;12;4
109;77;4
146;41;4
111;130;4
228;37;4
111;173;4
470;176;4
34;24;4
623;99;4
776;150;4
936;100;4
369;139;4
748;58;4
595;174;4
554;29;4
425;163;4
613;143;4
518;60;4
692;95;4
282;42;4
320;43;4
738;74;4
443;177;4
952;192;4
315;160;4
877;64;4
966;2;4
741;152;4
377;66;4
289;166;4
437;31;4
662;115;4
277;26;4
710;29;4
582;195;4
503;78;4
624;25;4
516;48;4
350;65;4
843;181;4
446;67;4
830;90;4
350;146;4
607;137;4
664;38;4
823;87;4
137;149;4
759;65;4
899;149;4
243;27;4
543;106;4
40;123;4
229;198;4
548;44;4
920;100;4
223;28;4
6;173;4
322;17;4
468;127;4
732;123;4
75;168;4
4;131;4
847;76;4
646;194;4
118;46;4
881;158;4
606;69;4
504;137;4
998;85;4
947;11;4
574;69;4
441;99;4
194;91;4
847;194;4
715;159;4
392;161;4
26;167;4
435;94;4
173;174;4
300;165;4
645;115;4
326;188;4
410;31;4
118;11;4
836;87;4
787;121;4
724;130;4
225;105;4
532;27;4
113;2;4
140;103;4
559;101;4
1;21;4
90;58;4
654;133;4
320;180;4
550;173;4
805;85;4
894;93;4
139;20;4
511;61;4
868;38;4
845;148;4
259;25;4
673;130;4
902;121;4
690;160;4
10;26;4
261;198;4
919;169;4
650;67;4
172;1;4
898;51;4
13;5;4
168;13;4
642;147;4
596;140;4
321;48;4
319;153;4
613;57;4
329;115;4
785;35;4
777;76;4
971;94;4
911;5;4
920;22;4
550;103;4
419;185;4
606;175;4
95;182;4
817;131;4
581;124;4
318;53;4
956;159;4
236;69;4
946;104;4
334;161;4
885;200;4
376;178;4
459;16;4
137;116;4
930;76;4
588;109;4
995;39;4
547;89;4
513;174;4
296;112;4
320;47;4
918;172;4
572;137;4
832;128;4
349;178;4
840;77;4
779;188;4
873;15;4
229;36;4
270;63;4
828;69;4
798;169;4
291;74;4
725;24;4
165;49;4
5;146;4
851;7;4
379;4;4
78;90;4
410;197;4
574;60;4
132;55;4
601;16;4
749;29;4
42;151;4
89;14;4
402;79;4
296;177;4
840;33;4
295;153;4
616;21;4
526;145;4
800;23;4
691;57;4
637;186;4
422;142;4
865;93;4
23;20;4
575;158;4
143;19;4
993;181;4
665;103;4
145;184;4
225;77;4
503;151;4
962;190;4
974;33;4
821;18;4
616;73;4
104;161;4
947;160;4
39;189;4
947;182;4
198;17;4
646;19;4
579;70;4
391;120;4
179;101;4
968;34;4
554;84;4
448;153;4
500;196;4
15;74;4
623;88;4
669;85;4
289;11;4
478;91;4
231;144;4
923;189;4
420;127;4
157;113;4
550;80;4
441;7;4
97;16;4
997;16;4
411;168;4
951;12;4
289;35;4
254;21;4
196;178;4
598;171;4
834;17;4
522;32;4
517;41;4
635;134;4
842;27;4
865;148;4
118;153;4
806;66;4
909;137;4
159;92;4
815;181;4
228;61;4
877;166;4
216;3;4
948;198;4
696;103;4
15;55;4
157;1;4
648;101;4
261;198;4
157;45;4
47;175;4
324;26;4
844;121;4
685;142;4
130;182;4
411;199;4
95;46;4
627;122;4
755;31;4
932;59;4
292;29;4
794;106;4
811;17;4
283;142;4
69;164;4
660;186;4
11;24;4
254;109;4
842;191;4
872;91;4
550;25;4
134;187;4
712;32;4
23;116;4
815;82;4
346;110;4
302;146;4
363;37;4
396;26;4
218;137;4
141;64;4
616;72;4
958;148;4
210;182;4
985;106;4
993;86;4
623;158;4
616;53;4
828;92;4
683;99;4
460;191;4
356;11;4
324;31;4
133;177;4
888;100;4
805;87;4
840;147;4
127;140;4
106;15;4
604;159;4
799;171;4
378;101;4
905;165;4
51;29;4
29;114;4
462;107;4
296;154;4
297;108;4
726;130;4
779;84;4
407;15;4
769;132;4
814;50;4
613;166;4
405;23;4
346;59;4
622;90;4
420;115;4
182;75;4
983;156;4
825;194;4
1;123;4
831;136;4
950;157;4
567;139;4
371;18;4
936;183;4
911;50;4
661;142;4
431;118;4
969;137;4
309;139;4
137;191;4
202;108;4
436;67;4
313;181;4
117;167;4
666;78;4
937;184;4
803;156;4
575;75;4
244;39;4
537;25;4
602;21;4
75;138;4
806;171;4
386;15;4
903;48;4
210;86;4
475;149;4
418;188;4
347;116;4
529;50;4
640;151;4
939;141;4
955;69;4
876;4;4
763;78;4
179;200;4
182;9;4
664;121;4
25;115;4
967;163;4
180;101;4
710;149;4
501;186;4
856;146;4
161;97;4
177;200;4
285;81;4
63;43;4
662;95;4
666;6;4
156;67;4
882;140;4
469;100;4
49;12;4
967;66;4
849;2;4
84;143;4
361;151;4
689;157;4
148;81;4
630;135;4
342;156;4
476;142;4
63;172;4
701;158;4
360;160;4
561;70;4
327;115;4
769;88;4
736;6;4
141;27;4
990;82;4
215;88;4
435;120;4
891;24;4
952;102;4
723;34;4
318;168;4
32;47;4
670;24;4
285;65;4
305;18;4
429;44;4
477;76;4
286;57;4
144;107;4
424;156;4
19;124;4
18;199;4
769;151;4
590;162;4
371;139;4
175;163;4
194;116;4
502;93;4
988;42;4
113;28;4
114;123;4
222;24;4
678;136;4
947;106;4
831;118;4
644;53;4
897;200;4
264;132;4
925;100;4
55;5;4
871;49;4
643;98;4
800;30;4
778;72;4
458;103;4
979;63;4
878;175;4
162;26;4
380;185;4
993;37;4
87;7;4
55;127;4
476;168;4
800;92;4
178;167;4
391;190;4
349;103;4
8;53;4
833;132;4
313;108;4
759;112;4
835;153;4
984;7;4
983;156;4
443;197;4
767;67;4
328;108;4
54;111;4
761;148;4
239;83;4
229;124;4
579;139;4
51;104;4
609;67;4
604;7;4
264;151;4
418;189;4
803;199;4
96;110;4
88;34;4
78;106;4
288;147;4
120;58;4
814;9;4
491;48;4
912;115;4
452;41;4
500;48;4
165;173;4
182;25;4
469;116;4
910;78;4
735;108;4
823;25;4
944;147;4
978;39;4
7;119;4
330;79;4
775;80;4
673;27;4
151;104;4
85;74;4
147;191;4
624;68;4
381;147;4
915;28;4
548;123;4
285;161;4
700;138;4
82;83;4
514;30;4
897;22;4
815;3;4
709;101;4
916;105;4
523;176;4
746;2;4
386;54;4
707;6;4
471;107;4
119;168;4
396;123;4
532;2;4
261;111;4
805;2;4
934;93;4
256;183;4
734;200;4
905;101;4
226;188;4
53;97;4
940;111;4
867;6;4
500;127;4
506;104;4
854;147;4
364;155;4
280;1;4
593;33;4
714;40;4
158;32;4
632;197;4
59;17;4
727;126;4
128;8;4
736;57;4
721;42;4
882;98;4
115;137;4
209;120;4
526;87;4
521;163;4
552;199;4
962;181;4
237;54;4
281;84;4
359;25;4
201;67;4
758;190;4
278;183;4
235;174;4
494;152;4
4;46;4
666;22;4
442;139;4
29;176;4
109;8;4
610;39;4
727;163;4
805;49;4
75;46;4
838;38;4
146;136;4
128;54;4
853;165;4
42;92;4
356;40;4
41;34;4
934;96;4
34;79;4
17;127;4
677;17;4
153;161;4
998;175;4
378;110;4
588;52;4
599;118;4
629;9;4
874;33;4
342;188;4
981;113;4
27;149;4
825;186;4
287;85;4
646;197;4
731;10;4
168;6;4
610;115;4
268;121;4
749;141;4
821;65;4
455;20;4
906;57;4
685;46;4
401;136;4
922;10;4
981;113;4
476;195;4
702;139;4
634;12;4
558;138;4
576;153;4
130;177;4
822;177;4
363;11;4
705;190;4
819;118;4
693;164;4
292;39;4
371;53;4
794;56;4
29;104;4
149;129;4
779;56;4
296;118;4
11;132;4
512;30;4
676;12;4
113;35;4
187;77;4
807;180;4
744;159;4
227;102;4
310;87;4
98;196;4
55;52;4
623;80;4
664;135;4
758;22;4
406;75;4
69;184;4
312;58;4
289;93;4
762;192;4
548;103;4
751;140;4
148;7;4
467;128;4
739;55;4
244;106;4
491;62;4
849;90;4
958;98;4
507;77;4
365;183;4
482;119;4
201;36;4
154;89;4
450;152;4
501;172;4
73;145;4
713;130;4
296;141;4
17;159;4
641;93;4
217;114;4
61;28;4
939;188;4
616;155;4
42;143;4
25;33;4
39;20;4
803;170;4
131;140;4
498;101;4
229;23;4
108;200;4
172;112;4
435;14;4
478;91;4
102;153;4
866;77;4
524;85;4
275;109;4
613;31;4
44;122;4
955;107;4
817;54;4
957;133;4
17;141;4
330;156;4
569;43;4
823;89;4
497;115;4
815;99;4
12;47;4
318;71;4
592;166;4
216;67;4
339;62;4
776;109;4
991;167;4
661;37;4
81;119;4
727;86;4
485;126;4
374;136;4
976;52;4
710;91;4
200;33;4
537;81;4
466;42;4
89;112;4
268;126;4
655;155;4
571;136;4
922;151;4
489;106;4
877;125;4
538;113;4
47;64;4
288;123;4
778;114;4
16;20;4
711;16;4
401;145;4
919;19;4
794;120;4
981;136;4
86;166;4
250;38;4
391;181;4
782;93;4
335;105;4
629;100;4
519;90;4
137;159;4
883;44;4
688;188;4
840;76;4
498;145;4
827;79;4
727;73;4
477;167;4
594;170;4
223;176;4
990;140;3
372;96;3
935;89;3
995;103;3
402;146;3
443;6;3
490;122;3
615;171;3
273;116;3
526;163;3
159;182;3
152;62;3
995;197;3
620;144;3
188;136;3
813;89;3
98;96;3
131;126;3
805;90;3
171;86;3
936;159;3
986;138;3
183;184;3
983;121;3
364;76;3
39;92;3
527;70;3
888;148;3
497;133;3
516;23;3
349;137;3
982;58;3
921;187;3
397;182;3
722;46;3
161;22;3
16;192;3
493;8;3
426;123;3
108;20;3
894;179;3
450;78;3
311;39;3
739;37;3
170;178;3
546;162;3
414;75;3
251;118;3
759;104;3
781;161;3
141;31;3
274;123;3
416;54;3
608;172;3
739;34;3
891;199;3
39;122;3
814;113;3
29;62;3
958;23;3
477;46;3
318;56;3
245;135;3
748;118;3
697;189;3
272;131;3
440;166;3
748;162;3
239;113;3
377;44;3
266;128;3
926;108;3
921;158;3
359;17;3
340;59;3
389;138;3
577;99;3
990;84;3
689;146;3
3;45;3
429;108;3
142;187;3
376;62;3
670;59;3
324;177;3
146;191;3
958;160;3
293;138;3
665;11;3
432;102;3
705;70;3
949;123;3
975;190;3
585;175;3
399;34;3
817;101;3
889;145;3
344;104;3
964;182;3
140;40;3
187;19;3
805;67;3
61;82;3
997;181;3
939;64;3
380;83;3
710;47;3
807;6;3
440;16;3
319;200;3
302;146;3
344;180;3
11;176;3
62;171;3
845;39;3
226;177;3
153;113;3
711;140;3
564;138;3
772;71;3
571;110;3
584;55;3
660;129;3
861;49;3
575;164;3
310;21;3
885;37;3
243;116;3
493;24;3
366;55;3
330;25;3
107;135;3
226;127;3
825;93;3
218;94;3
937;71;3
753;199;3
506;122;3
259;24;3
888;11;3
774;73;3
517;12;3
773;35;3
54;191;3
47;196;3
727;185;3
689;141;3
521;23;3
99;83;3
20;167;3
890;88;3
753;80;3
573;97;3
891;140;3
490;34;3
419;199;3
690;75;3
850;159;3
62;128;3
145;190;3
216;141;3
3;31;3
160;130;3
739;103;3
998;15;3
781;57;3
120;75;3
893;34;3
89;103;3
329;196;3
580;75;3
910;29;3
357;194;3
610;16;3
267;167;3
617;77;3
952;37;3
323;81;3
635;149;3
988;172;3
541;124;3
649;19;3
195;199;3
921;102;3
738;136;3
332;77;3
170;194;3
521;41;3
463;198;3
40;61;3
537;26;3
261;71;3
395;103;3
955;70;3
226;107;3
984;157;3
124;107;3
975;103;3
38;194;3
328;19;3
251;68;3
901;186;3
176;70;3
602;113;3
914;57;3
454;165;3
37;61;3
316;92;3
688;30;3
973;199;3
796;153;3
965;127;3
973;193;3
593;115;3
114;6;3
40;18;3
301;10;3
224;92;3
318;139;3
349;193;3
115;77;3
698;101;3
323;84;3
568;193;3
40;52;3
866;195;3
40;31;3
859;145;3
973;183;3
749;110;3
289;93;3
262;164;3
216;154;3
147;53;3
336;145;3
168;86;3
92;153;3
353;2;3
571;86;3
571;133;3
816;4;3
681;164;3
781;6;3
363;149;3
557;118;3
345;89;3
693;154;3
170;183;3
356;167;3
191;161;3
667;14;3
422;56;3
700;81;3
7;149;3
133;46;3
747;144;3
557;16;3
826;120;3
761;84;3
31;157;3
535;8;3
426;88;3
394;131;3
672;19;3
363;97;3
437;66;3
670;79;3
551;86;3
927;124;3
82;150;3
356;46;3
258;113;3
718;91;3
589;141;3
989;33;3
524;133;3
295;77;3
962;155;3
224;121;3
525;128;3
46;78;3
667;152;3
113;67;3
233;115;3
17;63;3
360;113;3
223;94;3
866;48;3
700;191;3
448;12;3
856;156;3
365;172;3
675;171;3
326;145;3
467;40;3
414;177;3
455;85;3
586;57;3
233;87;3
224;84;3
994;192;3
831;185;3
412;121;3
572;74;3
335;107;3
222;124;3
37;198;3
989;100;3
278;43;3
196;119;3
916;23;3
864;155;3
484;186;3
242;37;3
324;134;3
731;65;3
192;134;3
17;178;3
524;22;3
918;105;3
401;88;3
906;153;3
886;125;3
705;79;3
22;90;3
474;200;3
120;51;3
210;176;3
