user_id;Rating;plan_trip.Id
613;3,7;5
796;3,8;5
994;4,1;5
1059;3,7;5
1192;4,1;5
1419;4,5;5
1463;3,6;5
1475;4,2;5
1641;3,5;5
1702;4,9;5
1706;4,2;5
1802;3,4;5
1853;4,3;5
2061;4,7;5
2208;4,4;5
2262;4,4;5
2268;4,2;5
2323;3,5;5
2364;3,4;5
2410;4,1;5
2442;4;5
2580;3,9;5
2594;4,8;5
2666;4,9;5
2720;4,7;5
2726;3,2;5
2921;4,5;5
2943;4,9;5
2968;3,7;5
3002;3,8;5
3047;3,1;5
3088;4,5;5
3106;3,9;5
3110;3,6;5
3212;3,9;5
3293;3,2;5
3314;5;5
3377;3,5;5
3443;4,6;5
3606;4,7;5
3624;3,8;5
3654;3,1;5
3658;4,3;5
3929;4,6;5
4469;3,4;5
4517;4,7;5
4651;4,6;5
4655;3,4;5
4829;4,7;5
4864;3,6;5
27;3,6;6
552;3,1;6
603;3,8;6
671;4;6
813;4,1;6
946;4,8;6
951;4,3;6
969;4,9;6
1077;3,1;6
1152;4,9;6
1470;3,6;6
1496;4,7;6
1540;4,5;6
1564;4,4;6
1587;3,5;6
1711;5;6
1800;4,7;6
1833;4,4;6
2093;3;6
2122;4,3;6
2292;3,2;6
2340;3,4;6
2397;3,8;6
2690;4,1;6
2833;4,9;6
2969;3,2;6
2969;4,4;6
3004;3,7;6
3187;3,9;6
3190;3,4;6
3245;4,1;6
3251;4,5;6
3264;3;6
3345;3,8;6
3383;3,3;6
3458;5;6
3589;4,4;6
3605;3;6
3664;3,7;6
3680;4,3;6
3801;3,3;6
3816;3,2;6
3941;4,6;6
3946;3,4;6
4097;3,2;6
4374;4;6
4376;3,1;6
4408;3,7;6
4676;4,3;6
4784;3,1;6
4814;3,5;6
4886;4,7;6
417;3,7;7
500;3,9;7
655;4,6;7
657;4,8;7
870;4,5;7
894;4,3;7
990;3,9;7
998;3,5;7
1022;3,6;7
1165;3,4;7
1313;4,5;7
1405;4,7;7
1614;4,4;7
1997;3,8;7
2039;3,6;7
2425;3,1;7
2495;3,2;7
2559;3,1;7
2568;4,3;7
2974;4,4;7
3074;3,4;7
3410;3,2;7
3478;3,7;7
3489;4,6;7
3614;4,5;7
3729;3,7;7
3909;3,5;7
4038;3,6;7
4114;3,6;7
4224;3,6;7
4313;3,8;7
4404;4,5;7
4867;3;7
444;3,8;8
717;3,1;8
888;4;8
990;4,2;8
1216;3,5;8
1474;3,5;8
1575;3,2;8
1624;4,5;8
1778;3,5;8
2319;4,7;8
2470;3,6;8
2499;3,6;8
2567;3,9;8
2648;3,7;8
2679;4,4;8
2799;4,7;8
2863;4,5;8
3188;4,1;8
3258;5;8
3385;4,2;8
3590;3,9;8
3726;3,6;8
4024;4,7;8
4069;4,7;8
4180;4,7;8
4624;4;8
4674;4,2;8
4903;4,1;8
159;4;9
212;3,9;9
239;4,4;9
469;3,6;9
479;3,1;9
639;4,3;9
692;4,1;9
766;4,3;9
778;3,6;9
834;3,9;9
932;3,8;9
1051;4;9
1074;4,3;9
1247;4,7;9
1586;4,1;9
1595;4;9
1607;3,7;9
1797;3,6;9
2067;4,2;9
2103;3,1;9
2168;3;9
2250;3,4;9
2347;3,3;9
2467;3,9;9
2675;3,7;9
2680;3,6;9
2801;3,9;9
2984;4;9
2988;5;9
3229;3,4;9
3313;4,2;9
3364;3,3;9
3500;3,2;9
3522;3,2;9
3531;4,7;9
3654;4,5;9
3680;4,4;9
3712;4,8;9
3820;3,9;9
3852;3,2;9
3890;3,3;9
3968;4,8;9
4044;3,5;9
4097;4,4;9
4141;4,1;9
4298;5;9
4480;3,5;9
4488;3,2;9
4520;4,8;9
4658;4,6;9
4670;3,7;9
4688;4,4;9
4849;3,9;9
84;4,3;10
258;4,9;10
455;4,1;10
705;3;10
943;3,1;10
954;3,4;10
1109;3,3;10
1415;4,7;10
1436;3,5;10
1445;3,9;10
1467;4,6;10
1931;3,3;10
1981;3,7;10
2203;4,3;10
2394;4,1;10
2482;3,3;10
2515;3,1;10
3083;4,2;10
3208;4,7;10
3243;3,4;10
3692;3,5;10
3833;5;10
4171;4,8;10
4203;4,7;10
4971;5;10
5;3,8;11
235;4,7;11
315;4,5;11
586;3,5;11
795;4,8;11
1092;4,2;11
1149;4,3;11
1229;3,2;11
1268;4,2;11
1326;4,1;11
1432;4,3;11
1972;3,8;11
2021;4,9;11
2055;3,5;11
2102;4,8;11
2158;4,1;11
2268;3,7;11
2338;4;11
2415;4;11
2444;3,7;11
2553;4,7;11
2728;4,8;11
2736;4,8;11
2931;3,1;11
2966;4,8;11
2972;4,9;11
3168;3;11
3346;3,9;11
3372;3,5;11
3406;4,8;11
3621;4,2;11
3740;4,4;11
3741;4,8;11
3752;4,1;11
4072;3,5;11
4254;3,1;11
4817;3,6;11
4822;4,8;11
4901;4,9;11
4960;4,6;11
102;4,2;12
494;4,8;12
531;3,2;12
680;4;12
757;4,2;12
805;4,1;12
829;3,9;12
833;4,8;12
1086;3,3;12
1429;4,5;12
1451;4,5;12
1534;3,8;12
1578;4,4;12
1631;3,6;12
1642;4,4;12
1673;4,5;12
1896;3,7;12
1968;3,8;12
2006;3,6;12
2047;4,9;12
2179;4,7;12
2262;5;12
2409;3,8;12
2692;3,8;12
2739;3,3;12
2931;4,6;12
3050;4,8;12
3061;4,6;12
3478;3,9;12
3506;4,1;12
3515;4,5;12
3569;3;12
3631;4,3;12
3758;4,5;12
3802;3,9;12
4091;3,9;12
4159;4,3;12
4190;4,6;12
4483;4,3;12
4548;3,2;12
4612;4,5;12
4811;3,4;12
83;3,2;13
129;4,3;13
211;4,3;13
233;4,8;13
312;4,8;13
482;4,6;13
520;3,5;13
632;4,5;13
678;4,6;13
875;4,4;13
924;3,8;13
1029;3,9;13
1135;4,1;13
1198;3,6;13
1252;3,9;13
1334;3,8;13
1399;3,3;13
1471;4,5;13
1539;3,3;13
1569;3,4;13
1647;4,6;13
1670;3,6;13
1696;4,6;13
1793;5;13
1919;4,3;13
2328;3,6;13
2373;3,7;13
2713;3,3;13
2864;4,8;13
3030;3,5;13
3081;4,8;13
3114;3,4;13
3145;4,4;13
3159;3,4;13
3309;4,3;13
3317;3,7;13
3373;3,1;13
3536;3,1;13
3547;3,8;13
3638;3,1;13
3653;4,3;13
3732;4,8;13
3742;3,3;13
3834;4,4;13
3908;3,8;13
3944;3,6;13
3962;4;13
4068;4,8;13
4080;3,1;13
4264;3,1;13
4305;3,2;13
4379;4,3;13
4381;4,3;13
4391;3,9;13
4392;3,7;13
4418;4,6;13
4477;4,7;13
4567;4,1;13
4612;4;13
4644;3,2;13
4687;4;13
4753;4,9;13
4963;4;13
227;4,8;14
540;4,6;14
553;3,1;14
588;4,3;14
604;4;14
946;4,2;14
959;4,1;14
981;3,2;14
1082;3,3;14
1151;4;14
1712;3,3;14
1773;3;14
1997;4,4;14
2185;4,8;14
2459;4,4;14
2874;4,6;14
2945;3,9;14
3160;4,9;14
3181;4,7;14
3518;3,2;14
3561;3,6;14
3775;3,3;14
3803;3,9;14
4186;4,4;14
4463;4,5;14
4720;4,3;14
4721;4,3;14
4807;4,9;14
4937;4,7;14
14;3,9;15
54;3,7;15
107;3;15
117;4,5;15
120;4,3;15
141;3,7;15
153;4,7;15
159;4,2;15
169;3,8;15
238;4,6;15
330;4,5;15
469;4,4;15
473;4,7;15
616;4,6;15
865;4,7;15
885;4,1;15
972;3,6;15
1003;4,1;15
1064;4,1;15
1098;4,3;15
1128;4,2;15
1155;4,1;15
1295;4,9;15
1565;3,8;15
1632;4,9;15
1655;4,3;15
1710;4,2;15
1711;3,4;15
2231;4,1;15
2457;4;15
2774;5;15
2842;3,2;15
2913;3,9;15
3281;3,6;15
3288;4,6;15
3545;3,7;15
3553;3,1;15
3636;4;15
3791;4,8;15
3814;3,1;15
3878;4;15
4139;3,4;15
4215;4,4;15
4222;4,2;15
4222;3,9;15
4396;3,3;15
4557;4,6;15
4578;4,9;15
4580;4,7;15
4601;3,9;15
4872;4;15
4898;3,1;15
4914;3,6;15
229;4,9;16
476;3;16
537;4,1;16
1295;3;16
1529;4;16
1536;4;16
1705;3,8;16
2700;4,3;16
2902;5;16
3489;3,3;16
3748;3,6;16
4176;3,6;16
4392;3,6;16
4452;4,3;16
4457;4,5;16
4547;4,4;16
4569;3,3;16
4732;3,9;16
4765;5;16
368;4,8;17
427;4,5;17
434;5;17
508;3,2;17
618;4,3;17
669;3,8;17
801;3;17
939;3,2;17
987;4,8;17
1020;3,3;17
1020;3,2;17
1031;4,4;17
1401;3,7;17
1633;4,3;17
1801;4,4;17
1823;4,2;17
1843;3,1;17
2099;3,8;17
2221;4,4;17
2357;3,1;17
2689;4,2;17
2720;4,3;17
2875;4,4;17
3021;3,3;17
3041;4,4;17
3042;3,2;17
3049;4,6;17
3100;4,5;17
3192;4,8;17
3259;4,4;17
3389;3,1;17
3582;3,2;17
3640;4,8;17
3694;4,3;17
3890;3,1;17
3964;4,5;17
4062;4,6;17
4241;4,5;17
4396;3,5;17
4615;4,2;17
4685;3,4;17
4719;4,1;17
4744;4,6;17
4756;4,6;17
4896;4,1;17
4899;4,5;17
57;4,7;18
93;4,3;18
131;3,5;18
143;3,4;18
241;3,7;18
261;3,2;18
268;3,1;18
312;4,3;18
359;4,9;18
418;3,5;18
434;3,1;18
471;3,4;18
493;3,2;18
590;3,6;18
636;4,4;18
738;4,9;18
761;4,4;18
793;4,3;18
895;4,6;18
896;4,1;18
903;3,9;18
908;4,8;18
969;3,9;18
1021;3,7;18
1282;4,2;18
1369;3,9;18
1389;4,6;18
1506;3,9;18
1589;3,3;18
1709;4,2;18
1822;4,4;18
1877;3,8;18
1921;3,2;18
1960;4,4;18
2257;3;18
2259;4,1;18
2288;4,4;18
2418;3,5;18
2697;4,4;18
2997;4,3;18
3110;4,8;18
3293;4;18
3356;3,3;18
3722;3,3;18
3815;3,2;18
3849;4,7;18
3869;4,7;18
3885;3,3;18
4094;4,6;18
4197;3;18
4210;3,3;18
4230;3,9;18
4304;4,4;18
4357;4,5;18
4401;4;18
4442;3,8;18
4565;3,6;18
4571;4,3;18
4591;4,3;18
4674;3,4;18
4711;3,4;18
4921;4,4;18
4935;3,2;18
4940;4,9;18
67;3,9;19
234;3,4;19
254;4,7;19
291;4;19
332;3,1;19
342;4,7;19
424;4,9;19
563;4,6;19
576;4;19
724;4,4;19
731;3,9;19
752;4,3;19
964;4,6;19
1021;4,2;19
1150;3,4;19
1202;3,9;19
1263;3,9;19
1349;4,3;19
1404;3,8;19
1414;3,7;19
1471;5;19
1494;3;19
1890;3,8;19
1927;4;19
2135;4;19
2174;3,8;19
2232;5;19
2253;3,2;19
2367;3,4;19
2565;4,8;19
2570;3,3;19
2797;3,8;19
2882;3,1;19
2958;4,2;19
3025;4,3;19
3310;4,8;19
3372;4,6;19
3381;4,6;19
3629;4,1;19
3846;4,3;19
3895;5;19
4194;3,8;19
4220;5;19
4305;3,8;19
4430;3,9;19
4449;4,8;19
4536;3,1;19
89;3,3;20
133;3,5;20
363;3,1;20
947;4;20
1186;3,2;20
1394;3,3;20
1485;4,6;20
1674;4,6;20
1995;3,4;20
2149;3,3;20
2150;3,8;20
2186;3,3;20
2308;4,5;20
2502;3,9;20
2935;4,5;20
2955;4,7;20
2988;3,8;20
3297;4,7;20
3502;4,7;20
3813;4,4;20
4113;4,9;20
4287;3,5;20
4493;4,4;20
4695;3,7;20
4778;3,2;20
4922;4,8;20
194;3,5;21
370;4,1;21
456;4,9;21
464;3;21
538;3,3;21
554;3,3;21
556;4,4;21
650;3,3;21
824;4,3;21
920;3,4;21
978;3,8;21
1005;3,6;21
1104;3,6;21
1196;3,1;21
1298;3,6;21
1365;3,7;21
1398;4,2;21
1499;3,2;21
1592;3;21
1722;3,1;21
1875;3,9;21
1980;4,8;21
2194;3,7;21
2211;4,5;21
2211;3,7;21
2292;4,7;21
2529;3;21
2560;3,1;21
2697;3,7;21
2757;3,3;21
2834;3,5;21
2847;3,3;21
2872;4,8;21
2889;4,3;21
2893;3,3;21
3077;4,7;21
3154;4,6;21
3291;4,7;21
3292;3,2;21
3363;3,6;21
3621;4,6;21
3659;3,2;21
4532;4,7;21
4597;3,2;21
4648;4,1;21
4665;4,6;21
4804;3,9;21
4889;3,6;21
4935;4,3;21
408;4;22
782;4,6;22
915;4,6;22
920;3,2;22
942;4,2;22
1083;5;22
1114;3,4;22
1170;4,5;22
1246;4;22
1327;3,9;22
1450;3,8;22
1529;4,7;22
1788;4,5;22
2112;4;22
2202;4,3;22
2350;3,3;22
2416;4,8;22
2542;4,7;22
2749;3;22
2751;4,6;22
2813;3,7;22
3029;3,6;22
3203;3,5;22
3292;3,7;22
3325;4,7;22
3424;4,6;22
3438;4,5;22
3544;4,7;22
3839;4,6;22
4399;3,1;22
4495;3,6;22
4555;3,4;22
4739;3,3;22
4851;4,6;22
4862;4,7;22
4932;3,3;22
4946;4,5;22
363;3,3;23
830;3,7;23
1016;3,3;23
1597;3,1;23
1667;4;23
1866;4,3;23
1907;3,2;23
1982;3,5;23
2104;4,9;23
2233;3,4;23
2469;4,8;23
2672;3,4;23
2812;3,5;23
2977;3,3;23
3437;4,3;23
3686;3,7;23
4674;4,6;23
4701;4,2;23
4719;4;23
4915;4,6;23
679;3,1;24
820;3,3;24
1142;4,4;24
1358;4,7;24
1413;4,3;24
1436;3,5;24
1506;3,6;24
1514;4,1;24
1656;3,1;24
2190;4,9;24
2984;4,1;24
3077;3,7;24
3551;4,9;24
3553;3,7;24
3637;4,4;24
3754;4;24
3943;4,8;24
4026;4,4;24
4169;3,6;24
4277;4;24
4377;4,9;24
4491;4,2;24
4538;3,6;24
4708;3,5;24
4866;4,6;24
38;4,2;25
126;4,5;25
142;4,8;25
148;3,3;25
232;3,6;25
391;3,7;25
420;4,6;25
463;3,4;25
695;4,6;25
809;4,9;25
818;4,6;25
915;4,9;25
1044;3,1;25
1287;4,5;25
1299;3,3;25
1390;4,5;25
1443;4;25
1445;4;25
1458;3,1;25
1724;3,9;25
1808;3,6;25
1859;4,9;25
1962;4,5;25
2132;3,6;25
2183;4,3;25
2242;4,5;25
2254;4,9;25
2385;3,5;25
2710;4,8;25
2781;4,3;25
2878;3,1;25
3006;4,4;25
3066;4;25
3074;3,5;25
3211;4,5;25
3332;3,9;25
3365;4,8;25
3670;4,4;25
3683;3,8;25
3701;3;25
3739;4,9;25
3778;3,4;25
3794;4,3;25
4177;3,2;25
4322;4,5;25
4339;3,8;25
4528;4,3;25
4528;4,1;25
4547;3,3;25
4599;4,4;25
4709;4,5;25
4787;3,5;25
4852;5;25
4992;3,7;25
23;3,2;26
349;4,8;26
568;4,8;26
602;3,9;26
904;3,5;26
913;3,8;26
914;4,8;26
1060;3,1;26
1270;4,5;26
1334;3,9;26
1484;3,3;26
1723;4,5;26
2154;3,4;26
2534;3,1;26
2819;4,4;26
2976;3,9;26
3232;4,2;26
3399;4,5;26
3564;3,1;26
3613;4,5;26
3771;4,5;26
3891;4,2;26
4272;4,4;26
54;3,2;27
57;3,3;27
225;4;27
370;3,5;27
400;4,5;27
529;4,9;27
609;4;27
623;4;27
692;4,6;27
723;4,2;27
1184;3,2;27
1218;4,8;27
1265;3,1;27
1397;3,6;27
1419;3,6;27
1532;4,8;27
1655;3,2;27
1682;4,6;27
1727;4,4;27
1732;3,3;27
1862;3,9;27
1924;3,9;27
1943;3,3;27
1959;4,6;27
2234;4,3;27
2400;3,8;27
2407;3,6;27
2454;4,3;27
2817;3;27
3007;4,8;27
3016;4,4;27
3023;4,6;27
3162;4,1;27
3206;4,5;27
3245;4,9;27
3369;3,1;27
3576;3,2;27
3818;3,4;27
3846;5;27
3873;4,5;27
3982;4,7;27
4202;4,8;27
4215;4,6;27
4242;3,7;27
4255;3,1;27
4299;4,3;27
4309;4,3;27
4367;3,3;27
4536;4,4;27
4710;3,5;27
4795;4,2;27
4815;4,8;27
4973;4,7;27
101;4,5;28
159;4;28
178;3,6;28
228;4,1;28
255;3,1;28
568;4,9;28
799;3,6;28
1084;4,4;28
1433;4,9;28
2005;3,3;28
2021;4,4;28
2061;4,8;28
2148;4,1;28
2345;3,9;28
2395;4,3;28
2424;4,4;28
2473;3,8;28
2508;3,9;28
2593;3,1;28
2697;3,3;28
2731;4,9;28
2803;3,8;28
2813;3,3;28
2860;3,1;28
2957;4,8;28
3100;3,4;28
3379;3;28
3547;4,6;28
3555;3,9;28
3637;4,1;28
3776;3,5;28
3787;4,9;28
3958;3,1;28
3958;4;28
3968;3,6;28
3996;3,2;28
4179;4,8;28
4180;4,8;28
4310;3,1;28
4362;5;28
4376;4,9;28
4383;4,1;28
4422;3,4;28
4435;3,4;28
4536;4,8;28
4541;3,9;28
4916;4,6;28
4926;3,3;28
68;3;29
147;4,8;29
333;4,4;29
368;4,2;29
483;3,1;29
490;3,2;29
594;3,6;29
642;3,2;29
675;4,5;29
806;3,8;29
978;4,6;29
1009;4,1;29
1088;3,3;29
1926;4,3;29
1950;4,6;29
1990;3,3;29
2007;3,4;29
2061;3,3;29
2161;4,8;29
2186;4,6;29
2419;3,5;29
2452;4,2;29
2664;3,4;29
2694;4,1;29
2728;5;29
2903;3,7;29
2992;4,7;29
3184;4;29
3283;3;29
3319;5;29
3362;4,3;29
3393;3,1;29
3418;3,1;29
3493;3,9;29
3512;4,9;29
3840;3,7;29
4000;4,8;29
4083;4,4;29
4091;4,7;29
4125;4,2;29
4403;4,9;29
4418;3,4;29
4445;3,7;29
4541;3,8;29
4781;3,4;29
4853;5;29
318;4,1;30
698;4,3;30
792;3,2;30
837;4,9;30
906;3;30
957;3,2;30
1001;4,7;30
1068;4,8;30
1239;3,2;30
1454;3,1;30
1577;3,2;30
1691;3,7;30
1779;3,6;30
2011;4,5;30
2167;4,4;30
2179;4,3;30
2329;4,2;30
2333;4,1;30
2389;4,3;30
2498;3,1;30
2786;3,9;30
3003;3,6;30
3267;3,3;30
3409;3,3;30
3430;4,9;30
3635;3,1;30
3657;3;30
3661;4,5;30
3737;4,5;30
3815;3,6;30
4249;4,9;30
4368;4,6;30
4437;3,3;30
4537;4,5;30
4607;3,6;30
4779;4,7;30
4846;3,3;30
58;4,9;31
190;4,4;31
221;4,6;31
620;3,7;31
698;4,9;31
1036;3,6;31
1397;4,3;31
1457;3,4;31
1585;4,4;31
1665;3,6;31
2311;3,5;31
2368;4,9;31
2511;3,3;31
2522;4,5;31
2789;4,9;31
2847;4,8;31
3328;3,6;31
3391;4,4;31
4450;4,7;31
4831;3,1;31
4858;4,8;31
243;3,7;32
367;4,2;32
456;4;32
461;3,4;32
507;4,9;32
833;4,8;32
1217;4,6;32
1269;4,7;32
1360;4;32
1434;3,5;32
1505;4,7;32
1585;3,3;32
1704;3,3;32
1903;4,4;32
1989;3,8;32
2011;4,9;32
2092;4,2;32
2197;4,1;32
2204;3,2;32
2778;4,1;32
2838;4,9;32
3138;4,4;32
3213;3;32
3259;3,9;32
3277;3,7;32
3343;3,3;32
3566;3,4;32
3852;4,9;32
3855;4,1;32
3910;4,5;32
4001;3,3;32
4260;3,6;32
4282;4,7;32
4302;4,2;32
4365;3;32
4499;4,6;32
4505;3,7;32
4519;3,3;32
4583;4,6;32
4608;4,5;32
4622;4,3;32
4671;3,4;32
4746;3,1;32
4867;4,7;32
4993;4,1;32
28;3,4;33
118;3,6;33
122;4,6;33
124;3,8;33
744;3,6;33
1106;4,5;33
1236;4,1;33
1349;3,1;33
1608;4,7;33
1698;3,2;33
1966;3,3;33
2057;3,9;33
2554;4,3;33
2797;3,3;33
2901;3,4;33
2916;3,4;33
3065;3,3;33
3102;4,8;33
3133;3,2;33
3157;3,6;33
3169;4,8;33
3717;4;33
3786;4,5;33
3801;4,3;33
3861;3,8;33
3957;3,1;33
3975;3,1;33
4346;4,7;33
4503;4,6;33
4519;4,5;33
4638;4,2;33
51;3,8;34
218;3,7;34
265;3,9;34
268;5;34
349;3,7;34
409;4,9;34
429;3,4;34
465;4,2;34
568;4;34
634;3,7;34
647;3,6;34
696;4,9;34
829;4,4;34
1333;4,8;34
1456;4,9;34
1515;3,7;34
1619;4,9;34
1623;4,6;34
1636;3,4;34
1752;3,3;34
1864;4,5;34
1964;4;34
2008;4,9;34
2256;4,7;34
2270;4,1;34
2366;3,5;34
2376;3,2;34
2602;3,6;34
2736;3,1;34
2744;4,6;34
2797;3,6;34
2842;3;34
3013;4,3;34
3287;3,1;34
3621;4,4;34
3731;3,5;34
3760;4,8;34
3830;4,3;34
4074;4,1;34
4217;3,4;34
4219;3,3;34
4396;4,4;34
4512;4,4;34
4643;3,2;34
4762;4,3;34
4892;4,5;34
4938;4,5;34
41;4,4;35
129;3,6;35
265;3,3;35
458;4,5;35
525;5;35
796;4,8;35
1162;4;35
1294;4,6;35
1454;4,6;35
2346;4,9;35
2393;4,5;35
2430;3,1;35
2520;4,1;35
2616;4,5;35
2991;3,1;35
3623;4,2;35
3664;3,2;35
3860;3,1;35
4399;4,4;35
4454;3,2;35
4926;4,7;35
172;3,6;36
456;4,3;36
537;3,1;36
1038;3,6;36
1339;3,2;36
1588;5;36
1667;4;36
1701;3,7;36
1725;3,1;36
1787;3,3;36
1842;4,8;36
1931;3,4;36
2554;4,5;36
2749;4,7;36
3480;3,5;36
3678;3,2;36
3724;3,6;36
3898;3,2;36
4027;4,2;36
4138;4,8;36
4311;3,2;36
4338;4,4;36
4392;3,1;36
4432;3,6;36
4447;4,4;36
4604;4,2;36
4650;4,2;36
4803;3,3;36
474;3,7;37
753;3,6;37
961;3,5;37
1459;4,4;37
1672;4,4;37
1815;4,9;37
2032;3,1;37
2225;4;37
2949;3,3;37
3021;3,7;37
3268;3,3;37
3282;4,5;37
3283;5;37
3491;4,1;37
3566;3;37
3575;3;37
3633;3,3;37
3635;4,8;37
3763;4,9;37
3949;4,5;37
4130;5;37
4159;4,9;37
4282;5;37
4374;3,6;37
4456;3,9;37
4924;4,1;37
12;4,6;38
41;3,2;38
54;3,4;38
241;4,6;38
255;3,4;38
356;3,3;38
560;4,6;38
645;3,3;38
760;3,3;38
841;3;38
885;4,1;38
927;3,9;38
991;4,9;38
1031;5;38
1063;4,1;38
1209;3,2;38
1231;3,4;38
1263;4,5;38
1291;3,4;38
1509;5;38
1650;4,8;38
1712;4,1;38
1759;4,7;38
1794;4,2;38
1862;4;38
2369;4,8;38
2394;4;38
2621;4,8;38
2662;3,6;38
2770;4,5;38
2771;4,5;38
2860;3,7;38
2884;3,1;38
2985;4,3;38
3106;4,1;38
3127;4;38
3179;4,8;38
3195;3,7;38
3372;3,6;38
3383;3,1;38
3421;4,2;38
3551;4,5;38
3924;3,8;38
4025;3,5;38
4083;4,3;38
4130;3,4;38
4279;4,1;38
4398;4;38
4466;4,9;38
4690;4,5;38
4746;3,3;38
4751;4,6;38
4765;4,5;38
4835;4,8;38
4918;3,8;38
4937;4,1;38
132;4,5;39
333;4,4;39
375;5;39
1013;3,8;39
1096;3,1;39
1377;4,3;39
1717;4,5;39
1736;4,5;39
1736;4,8;39
1760;3,3;39
1812;4,8;39
2073;4;39
2531;4;39
3164;4;39
3194;4,3;39
3443;3,5;39
3951;3,1;39
3990;4,6;39
4059;4,6;39
4163;3,6;39
4265;3,5;39
4528;4,2;39
4883;4,8;39
236;4,4;40
271;4,4;40
322;4,5;40
376;4,2;40
422;4,1;40
442;4,6;40
473;3,8;40
531;3,7;40
702;3,4;40
733;4,6;40
793;4,6;40
872;3,3;40
882;4,3;40
1157;4,8;40
1162;3,3;40
1467;3,4;40
1676;4,6;40
1690;4,2;40
1856;4;40
1957;3,8;40
2078;3,5;40
2080;4,8;40
2168;4,4;40
2365;4,6;40
2533;4,9;40
2639;3,1;40
2771;4,6;40
2879;4,7;40
2886;4,4;40
2924;3,7;40
2976;4,5;40
3034;3,6;40
3130;4,7;40
3189;3,5;40
3302;3,2;40
3481;4,9;40
3655;4,6;40
3690;3,8;40
3741;3,4;40
3770;4,2;40
3850;3,2;40
3924;3,6;40
4066;3,3;40
4221;4,9;40
4389;4,8;40
4458;4;40
4460;3,6;40
4501;4,4;40
4600;3,2;40
4674;3,7;40
4726;3,6;40
4835;4,5;40
4888;3,2;40
4926;3,7;40
490;4,6;41
632;3,3;41
1259;4,9;41
1344;4;41
1396;3,3;41
1412;3,1;41
1433;4,7;41
1782;3,4;41
1791;3;41
2072;3,6;41
2284;4,3;41
2377;3,4;41
2412;4,7;41
2432;3;41
2742;4,9;41
2744;4,5;41
3136;3,9;41
3388;3,7;41
3481;3,6;41
3671;4;41
3978;4,6;41
4172;3,6;41
4193;4,9;41
4335;3,3;41
4417;3,8;41
4728;4;41
4876;3,7;41
4906;3,3;41
68;4,6;42
182;4,9;42
327;4,5;42
488;4,2;42
570;4,1;42
650;4,8;42
863;4,4;42
1023;4;42
1223;4,4;42
1314;4,9;42
1330;3,1;42
1612;4;42
2231;3,9;42
2412;4,7;42
2457;3,5;42
2599;3,6;42
2622;3,3;42
2645;4,9;42
2785;3,8;42
