User_Id,Event_Id,Rating
8,513,1
8,449,2
8,675,5
8,656,3
8,350,5
8,666,2
8,352,4
8,39,2
8,48,3
8,722,1
8,339,2
8,524,4
8,192,5
8,477,4
8,128,4
9,117,1
9,334,2
9,520,1
9,412,3
9,615,3
9,706,4
9,248,4
9,616,2
9,548,4
9,489,3
9,245,4
9,39,1
9,196,1
9,123,2
9,28,5
9,2,4
9,13,5
9,515,3
9,23,2
9,401,4
9,419,4
9,388,5
9,434,4
9,209,3
9,722,2
9,164,5
9,448,5
9,365,2
9,217,4
9,400,5
9,43,3
9,719,4
9,264,2
10,123,4
10,129,4
10,430,4
10,695,4
10,518,1
10,206,5
10,46,3
10,70,1
10,593,5
10,311,4
10,359,3
10,670,4
10,520,1
10,624,5
10,306,4
10,44,3
10,349,5
10,525,4
10,551,4
10,245,2
10,507,1
10,232,4
10,332,4
10,159,3
10,57,2
10,335,3
10,492,2
10,268,4
11,234,3
11,58,3
11,579,3
11,306,1
11,271,4
11,688,5
11,311,5
11,703,4
11,364,5
11,244,2
11,719,2
11,561,3
11,384,1
11,23,3
11,479,5
11,571,2
11,179,2
11,497,1
11,23,3
11,173,5
11,551,5
11,536,1
11,434,5
11,167,5
11,231,3
11,68,2
11,504,1
11,52,1
12,593,4
12,608,5
12,509,3
12,380,5
12,253,4
12,640,1
12,537,3
12,251,5
12,471,2
12,366,3
12,425,3
12,110,5
12,349,1
12,287,1
12,285,4
12,241,3
12,28,5
12,267,1
12,5,1
12,37,1
12,435,4
12,164,1
12,651,4
12,228,2
12,509,1
12,114,2
12,469,5
12,698,5
12,647,1
12,237,3
12,659,5
12,110,4
12,562,4
12,485,4
13,592,2
13,393,2
13,77,3
13,356,4
13,336,4
13,689,5
13,547,4
13,576,5
13,729,3
13,380,1
13,375,1
13,75,5
13,661,1
13,422,3
13,176,2
13,56,3
13,431,4
13,613,2
13,199,1
13,191,3
13,561,5
13,59,4
13,174,2
13,86,4
13,58,1
14,173,3
14,410,4
14,216,2
14,44,4
14,65,1
14,308,5
14,243,4
14,264,3
14,696,3
14,32,3
14,469,3
14,709,1
14,526,5
14,264,4
14,269,1
14,630,5
14,201,1
14,245,2
14,634,1
14,230,3
14,138,4
14,310,2
14,465,2
14,92,3
14,287,2
14,24,4
14,662,2
14,709,5
14,237,4
14,187,2
14,231,1
14,74,2
14,157,4
15,143,2
15,105,1
15,599,2
15,177,5
15,141,4
15,184,1
15,519,3
15,721,5
15,620,1
15,411,3
15,506,3
15,34,1
15,442,3
15,703,3
15,298,1
15,456,2
15,412,3
15,686,1
15,203,2
15,681,2
15,249,3
15,652,4
15,627,2
15,598,2
15,531,2
15,611,4
15,70,4
15,382,2
15,679,1
15,414,1
15,393,1
15,34,3
15,345,5
15,306,1
15,514,5
15,464,1
16,128,4
16,92,4
16,596,3
16,330,2
16,438,4
16,525,5
16,605,3
16,568,4
16,86,4
16,477,2
16,198,5
16,696,4
16,126,3
16,303,1
16,341,1
16,333,5
16,41,4
16,45,4
16,436,5
16,490,5
16,35,5
16,447,2
16,294,4
16,19,2
16,600,2
16,527,2
16,144,2
16,634,2
16,707,5
17,392,5
17,206,2
17,478,4
17,572,1
17,188,2
17,360,2
17,592,2
17,457,5
17,51,1
17,244,3
17,408,2
17,529,5
17,681,4
17,707,1
17,198,4
17,724,2
17,583,4
17,110,3
17,262,5
17,357,4
17,440,4
17,466,5
17,57,5
17,126,5
17,554,1
17,97,5
17,712,1
17,142,2
17,440,5
17,603,4
17,443,2
17,323,4
17,455,2
17,660,1
17,592,1
17,430,2
17,699,2
17,724,3
17,706,5
17,252,4
17,723,3
17,339,3
17,272,3
17,524,3
17,348,2
17,481,4
18,270,1
18,412,4
18,429,4
18,444,3
18,271,1
18,709,4
18,305,5
18,137,5
18,497,1
18,682,4
18,524,3
18,421,5
18,132,1
18,422,4
18,170,3
18,84,1
18,645,5
18,32,3
18,649,1
18,578,4
18,457,5
18,493,3
18,697,3
18,104,1
18,368,4
18,84,2
18,682,2
18,505,5
18,247,2
18,395,4
18,10,4
18,581,5
18,215,5
18,722,2
19,628,1
19,717,4
19,704,4
19,82,2
19,543,3
19,370,1
19,690,4
19,88,4
19,561,1
19,228,5
19,526,5
19,251,1
19,529,5
19,178,5
19,666,5
19,409,4
19,461,1
19,607,5
19,265,4
19,228,1
19,546,3
19,255,3
19,638,3
19,439,4
19,273,2
19,622,5
19,586,2
19,682,1
19,488,2
19,103,5
19,452,2
19,460,4
19,519,3
19,437,5
19,661,4
19,360,1
19,611,4
19,509,3
19,83,4
19,4,1
19,404,2
19,208,2
19,642,4
19,21,4
20,44,2
20,91,4
20,502,2
20,329,2
20,690,5
20,692,2
20,426,2
20,226,3
20,491,1
20,373,2
20,363,5
20,507,5
20,188,5
20,511,5
20,90,5
20,219,2
20,447,4
20,676,5
20,494,2
20,105,5
20,62,2
20,586,4
20,681,3
20,517,3
20,400,5
20,206,4
20,537,4
20,70,1
20,682,5
20,104,1
20,537,4
20,197,5
20,172,1
20,371,3
21,433,4
21,542,3
21,677,2
21,170,2
21,403,5
21,376,5
21,403,2
21,597,4
21,70,5
21,482,5
21,402,2
21,649,2
21,461,5
21,621,4
21,600,1
21,218,4
21,592,1
21,647,4
21,569,3
21,449,1
21,700,2
21,513,3
22,36,1
22,276,5
22,36,1
22,278,3
22,532,1
22,358,2
22,711,2
22,532,4
22,385,1
22,59,2
22,145,3
22,90,4
22,39,1
22,341,3
22,414,4
22,205,2
22,729,5
22,293,3
22,179,2
22,396,5
22,237,1
22,16,2
22,444,5
22,411,5
22,719,2
22,276,3
22,391,2
22,583,2
22,401,4
23,670,3
23,665,1
23,237,1
23,704,3
23,638,4
23,521,2
23,401,4
23,622,1
23,183,2
23,173,2
23,650,2
23,686,4
23,86,2
23,190,3
23,122,5
23,266,5
23,729,2
23,34,2
23,417,2
23,508,5
23,410,2
23,583,1
23,570,5
23,113,3
23,403,3
23,12,3
23,194,2
23,198,4
23,381,2
23,587,2
23,214,2
23,409,1
24,492,1
24,362,4
24,616,4
24,291,5
24,150,2
24,476,3
24,671,1
24,654,4
24,7,4
24,267,5
24,179,5
24,256,1
24,81,4
24,349,2
24,686,3
24,219,1
24,618,1
24,675,3
24,272,2
24,608,4
24,305,1
24,328,3
24,328,2
24,214,3
25,205,5
25,596,3
25,702,3
25,114,5
25,504,2
25,374,5
25,221,1
25,183,4
25,550,4
25,34,4
25,129,5
25,388,3
25,501,1
25,424,3
25,316,4
25,53,2
25,304,5
25,144,4
25,660,2
25,522,5
25,323,1
25,192,5
25,556,2
25,728,1
25,50,3
25,135,4
25,370,2
25,286,4
25,70,3
25,572,3
25,320,2
25,142,3
25,518,1
26,600,5
26,3,4
26,15,4
26,633,4
26,288,3
26,474,1
26,103,3
26,230,1
26,1,3
26,513,4
26,651,1
26,184,3
26,8,4
26,203,5
26,190,5
26,137,1
26,52,2
26,704,2
26,659,1
26,513,4
26,315,3
26,39,2
26,29,3
26,457,1
26,104,2
26,63,1
26,380,3
26,318,2
26,119,1
26,620,4
26,79,2
26,488,2
26,299,3
26,16,2
26,138,5
27,454,3
27,535,4
27,718,1
27,397,4
27,41,5
27,63,3
27,401,4
27,601,3
27,430,5
27,12,1
27,495,4
27,234,5
27,34,5
27,295,4
27,515,3
27,200,3
27,483,1
27,447,5
27,219,5
27,333,2
27,149,1
27,408,5
27,534,5
27,693,2
27,623,5
27,95,4
27,509,3
27,604,2
27,720,4
27,677,2
27,616,3
27,501,3
27,406,4
27,486,2
27,509,4
27,496,5
27,653,1
27,556,2
27,65,3
28,11,5
28,417,2
28,25,4
28,189,4
28,230,1
28,540,5
28,44,5
28,623,3
28,513,3
28,593,1
28,101,3
28,391,3
28,172,3
28,322,4
28,324,3
28,54,3
28,163,3
28,317,1
28,83,1
28,306,2
28,500,1
28,509,2
28,603,4
28,532,2
28,580,4
28,304,2
28,588,2
28,203,1
28,551,2
28,515,4
28,606,5
28,352,4
28,324,5
28,711,5
28,151,1
28,708,1
28,494,3
28,460,2
28,478,1
28,340,5
28,652,3
29,99,4
29,687,1
29,428,2
29,161,1
29,391,1
29,609,1
29,424,4
29,407,4
29,523,5
29,149,2
29,129,1
29,322,3
29,469,4
29,142,4
29,453,2
29,269,3
29,51,1
29,214,4
29,621,3
29,236,5
29,235,5
29,699,1
29,437,5
29,421,1
29,178,4
29,569,4
29,77,1
29,91,2
29,167,2
29,543,5
29,388,1
29,194,4
29,348,1
29,667,3
30,179,1
30,336,1
30,673,5
30,31,2
30,74,3
30,408,3
30,526,3
30,619,5
30,326,4
30,525,2
30,190,2
30,391,1
30,339,5
30,161,5
30,398,1
30,348,5
30,549,2
30,487,3
30,384,2
30,45,2
30,343,3
30,563,4
30,690,3
30,423,5
30,721,5
30,466,2
30,431,5
30,731,2
30,622,1
30,498,2
30,327,5
30,180,2
30,119,3
30,19,3
30,152,4
31,246,5
31,451,3
31,518,4
31,71,3
31,324,2
31,723,1
31,523,4
31,711,3
31,269,5
31,99,1
31,481,3
31,52,4
31,220,2
31,433,4
31,683,2
31,548,1
31,721,2
31,91,3
31,8,3
31,105,1
31,702,2
31,505,5
31,299,4
31,195,2
31,245,3
31,289,2
31,597,3
31,504,2
31,695,2
31,493,4
31,589,2
31,475,1
31,598,3
31,149,4
31,153,1
31,414,3
31,650,5
31,408,3
31,395,3
31,218,3
31,335,3
32,350,4
32,573,5
32,369,2
32,643,5
32,197,2
32,77,2
32,371,5
32,513,1
32,399,1
32,618,3
32,182,1
32,355,4
32,147,2
32,611,4
32,674,4
32,13,4
32,463,2
32,371,1
32,282,5
32,228,5
32,463,2
32,381,4
32,257,5
32,438,5
32,302,3
32,568,1
32,548,1
32,22,2
32,443,4
32,292,1
32,628,2
32,268,3
32,270,5
32,457,2
33,604,4
33,303,2
33,192,3
33,700,5
33,322,4
33,626,4
33,589,2
33,63,1
33,399,1
33,36,3
33,98,2
33,207,1
33,199,5
33,347,1
33,503,5
33,89,1
33,154,5
33,154,5
33,440,2
33,717,3
33,154,4
33,699,1
33,368,5
33,181,3
33,278,3
33,31,1
33,471,5
33,54,3
33,308,2
33,560,5
33,489,1
33,378,4
33,232,5
33,271,1
33,270,1
33,303,5
33,139,2
33,505,1
33,530,5
34,440,4
34,628,1
34,693,2
34,502,2
34,237,3
34,75,5
34,40,2
34,499,5
34,345,5
34,643,1
34,157,5
34,212,3
34,373,4
34,160,4
34,80,3
34,187,1
34,520,3
34,725,2
34,648,4
34,142,4
34,473,4
34,253,2
34,114,5
34,453,3
34,124,5
35,634,4
35,457,1
35,482,3
35,278,2
35,166,1
35,194,4
35,490,3
35,554,5
35,267,1
35,63,1
35,377,4
35,515,2
35,321,5
35,351,3
35,532,3
35,238,2
35,348,4
35,591,1
35,716,3
35,252,3
35,184,5
35,479,3
35,369,2
35,289,2
35,111,5
35,51,2
35,3,3
35,621,2
35,331,5
35,122,4
35,357,3
36,596,2
36,249,3
36,202,4
36,248,1
36,369,3
36,272,2
36,239,1
36,153,4
36,315,1
36,639,2
36,310,3
36,325,5
36,453,4
36,384,2
36,661,5
36,515,5
36,563,2
36,483,1
36,276,2
36,414,4
36,170,3
36,12,2
36,322,5
36,120,5
36,141,1
36,587,4
36,540,3
36,499,3
36,681,3
36,587,1
36,117,2
36,268,3
36,367,4
37,321,3
37,435,5
37,97,1
37,597,3
37,453,5
37,549,4
37,243,4
37,571,2
37,363,2
37,324,3
37,44,3
37,585,3
37,626,3
37,705,1
37,405,4
37,367,4
37,172,3
37,620,4
37,431,1
37,629,1
37,504,1
37,658,5
37,284,3
37,382,4
37,680,3
37,330,3
37,201,3
37,347,4
37,455,5
37,309,5
37,459,1
38,430,4
38,337,2
38,163,1
38,285,5
38,507,4
38,120,3
38,718,2
38,413,3
38,510,4
38,199,2
38,413,3
38,244,4
38,233,2
38,34,4
38,533,4
38,701,3
38,602,3
38,523,3
38,715,2
38,521,5
38,284,3
38,16,4
38,47,1
38,393,5
38,408,1
38,511,1
38,267,5
38,657,5
38,239,4
38,520,1
38,606,2
38,397,2
38,368,3
38,230,3
38,584,5
38,616,2
38,157,3
38,429,3
38,602,2
38,419,3
39,141,2
39,200,2
39,405,4
39,298,2
39,406,3
39,460,2
39,20,5
39,533,3
39,436,4
39,392,2
39,626,5
39,227,4
39,355,3
39,397,1
39,551,5
39,618,2
39,371,5
39,663,3
39,70,5
39,546,1
39,36,2
39,133,1
39,400,5
39,131,5
39,549,5
39,410,4
40,722,4
40,650,4
40,566,3
40,501,1
40,723,1
40,697,2
40,525,2
40,369,4
40,432,3
40,477,4
40,246,2
40,630,5
40,136,1
40,184,5
40,399,5
40,394,2
40,725,5
40,576,2
40,694,2
40,481,3
40,606,3
40,386,5
40,709,2
40,147,3
40,182,4
40,262,5
40,456,5
40,477,4
40,209,3
40,655,3
40,408,5
40,313,1
40,328,2
40,574,2
40,287,3
40,547,3
40,710,2
40,483,2
40,670,4
40,334,5
40,718,5
40,283,2
40,232,4
40,677,1
40,30,3
40,24,5
40,58,3
41,84,4
41,306,4
41,343,2
41,174,3
41,394,5
41,181,3
41,330,1
41,25,2
41,287,4
41,692,3
41,108,3
41,560,2
41,107,5
41,713,5
41,563,2
41,175,5
41,531,3
41,700,2
41,150,2
41,696,5
41,185,1
41,337,5
41,660,5
41,116,3
42,375,4
42,381,4
42,423,1
42,146,5
42,10,2
42,279,5
42,335,4
42,239,3
42,603,1
42,276,2
42,457,5
42,694,3
42,602,1
42,56,1
42,123,5
42,385,5
42,293,3
42,58,3
42,114,2
42,556,3
42,118,4
42,684,4
42,611,2
42,412,5
42,170,3
42,15,2
42,264,1
42,319,5
42,278,5
42,271,5
43,576,3
43,537,2
43,548,2
43,432,4
43,220,1
43,102,1
43,581,2
43,313,1
43,20,3
43,205,5
43,161,4
43,537,2
43,629,3
43,83,3
43,335,2
43,311,4
43,580,4
43,426,2
43,131,5
43,136,2
43,330,1
43,118,4
43,27,5
43,652,5
43,601,2
43,512,5
43,80,5
43,470,4
43,23,3
43,609,5
43,484,5
44,377,5
44,443,5
44,203,5
44,321,4
44,37,2
44,297,3
44,188,1
44,705,5
44,193,5
44,202,5
44,4,1
44,475,1
44,171,4
44,401,2
44,468,5
44,463,4
44,390,5
44,609,4
44,524,4
44,488,1
44,351,3
44,446,4
44,699,5
44,537,5
44,558,1
44,505,5
44,9,3
44,182,5
44,495,3
44,637,3
44,630,5
44,690,2
44,466,1
44,682,5
44,319,3
44,508,5
44,472,5
44,370,2
44,528,1
45,456,4
45,723,5
45,450,5
45,496,3
45,474,2
45,427,4
45,719,1
45,227,4
45,445,3
45,471,4
45,677,3
45,590,3
45,186,4
45,480,1
45,330,3
45,158,2
45,24,4
45,411,2
45,503,1
45,16,3
45,692,3
45,82,4
45,501,2
45,78,3
45,235,4
45,402,5
45,596,5
45,238,3
45,398,4
45,419,4
45,545,4
45,349,2
45,221,2
45,420,5
45,681,4
45,309,2
45,342,1
45,570,5
45,329,1
46,720,3
46,439,2
46,344,4
46,2,1
46,94,3
46,265,3
46,669,5
46,547,1
46,397,3
46,430,1
46,96,1
46,157,1
46,13,4
46,672,2
46,88,5
46,576,5
46,58,1
46,210,1
46,393,1
46,265,1
46,444,3
46,31,4
46,275,3
46,594,1
46,582,4
46,17,2
46,574,3
46,129,5
46,192,5
46,195,4
47,595,2
47,339,2
47,113,2
47,699,2
47,465,5
47,704,3
47,170,3
47,335,1
47,681,2
47,487,4
47,706,1
47,215,4
47,126,1
47,148,5
47,144,3
47,238,5
47,209,4
47,190,2
47,3,4
47,145,4
47,298,2
47,182,2
47,542,1
47,279,5
47,203,5
47,682,3
48,615,1
48,49,4
48,131,2
48,641,1
48,689,5
48,475,2
48,252,2
48,655,1
48,533,3
48,647,1
48,232,3
48,110,1
48,544,4
48,395,1
48,589,2
48,297,5
48,665,4
48,211,1
48,182,1
48,312,5
48,248,5
48,156,4
49,255,2
49,664,5
49,545,5
49,268,2
49,676,2
49,236,5
49,315,1
49,591,3
49,613,1
49,602,5
49,377,2
49,296,5
49,626,2
49,178,4
49,223,1
49,527,2
49,268,5
49,476,3
49,63,1
49,160,3
49,215,2
49,641,1
49,380,2
49,680,3
49,256,4
49,635,3
49,403,2
49,563,3
49,182,1
49,438,2
49,278,2
49,668,2
49,303,1
49,575,3
49,730,3
49,569,2
49,493,4
49,287,4
49,317,5
49,54,1
49,516,2
49,730,4
49,479,5
49,578,1
49,491,5
50,111,2
50,420,2
50,304,1
50,385,5
50,312,2
50,707,5
50,360,2
50,474,2
50,534,4
50,140,4
50,728,3
50,370,2
50,28,2
50,693,4
50,447,3
50,18,5
50,172,4
50,154,2
50,198,2
50,555,5
50,696,1
50,380,2
50,269,1
50,246,2
50,582,5
50,311,5
50,76,4
50,194,3
50,632,2
51,488,4
51,364,3
51,142,1
51,131,3
51,297,4
51,284,5
51,74,2
51,98,4
51,643,4
51,478,3
51,315,4
51,435,1
51,386,1
51,336,5
51,82,2
51,196,3
51,260,1
51,532,2
51,547,2
51,182,3
51,580,4
51,283,2
51,537,5
51,704,1
51,384,4
51,293,4
51,370,4
51,291,1
51,368,5
51,464,2
51,52,2
51,150,2
52,22,2
52,658,4
52,20,5
52,495,4
52,473,5
52,730,2
52,650,1
52,196,4
52,31,1
52,444,3
52,112,5
52,443,1
52,287,2
52,403,3
52,460,3
52,194,1
52,299,4
52,658,1
52,679,2
52,4,2
52,194,2
52,710,3
52,158,5
52,563,1
52,399,2
52,653,2
52,449,2
52,239,2
52,236,5
53,19,1
53,337,3
53,428,2
53,499,1
53,264,3
53,479,2
53,430,2
53,159,5
53,95,3
53,313,4
53,103,2
53,346,3
53,359,2
53,21,1
53,415,1
53,313,5
53,542,1
53,114,2
53,58,2
53,718,5
53,680,1
53,362,3
53,101,5
53,20,1
53,323,1
53,106,4
53,440,5
53,345,5
53,359,3
53,383,4
53,517,3
53,358,1
53,496,3
53,43,2
53,664,2
53,594,5
53,564,2
53,122,4
53,702,2
53,545,1
53,193,4
54,722,5
54,203,1
54,643,2
54,59,5
54,465,2
54,543,3
54,557,3
54,56,5
54,634,3
54,411,2
54,629,4
54,262,5
54,313,3
54,468,2
54,179,5
54,105,4
54,228,1
54,397,2
54,643,3
54,614,4
54,591,3
54,189,1
54,321,4
54,533,5
54,398,5
54,712,4
54,540,2
54,270,2
54,351,1
54,144,5
54,697,4
54,28,4
54,402,1
54,106,1
54,5,5
54,521,3
54,49,4
54,515,1
54,531,1
54,581,2
54,34,4
54,724,2
54,211,5
54,153,2
54,185,4
55,319,1
55,693,3
55,641,5
55,611,3
55,1,3
55,498,1
55,44,5
55,624,4
55,386,1
55,590,5
55,631,5
55,631,2
55,705,1
55,170,2
55,431,5
55,210,4
55,607,5
55,710,1
55,640,5
55,430,2
55,336,1
55,243,5
55,321,4
55,630,1
55,101,5
55,601,4
55,678,5
55,661,1
55,107,2
55,37,2
55,152,2
55,445,4
55,251,3
55,209,5
55,179,4
55,154,4
56,24,2
56,568,2
56,462,2
56,728,2
56,65,5
56,37,4
56,41,1
56,282,3
56,297,2
56,494,3
56,717,4
56,424,5
56,520,2
56,214,3
56,549,2
56,151,5
56,391,5
56,636,1
56,722,2
56,211,3
56,494,3
56,50,4
56,529,1
56,403,1
56,27,1
56,626,3
56,251,4
56,64,4
56,481,5
56,74,2
56,397,3
57,411,1
57,654,5
57,66,4
57,627,2
57,369,2
57,94,5
57,500,5
57,424,2
57,440,2
57,372,4
57,634,5
57,234,2
57,355,3
57,377,4
57,116,4
57,457,2
57,63,4
57,190,3
57,712,3
57,254,2
57,148,4
57,40,5
57,260,2
57,335,1
57,676,4
57,665,1
57,344,3
57,81,3
57,244,1
57,472,5
57,326,4
57,617,4
57,93,5
57,443,2
57,503,3
57,524,2
58,56,4
58,101,1
58,219,5
58,197,2
58,539,2
58,351,5
58,487,3
58,502,4
58,82,3
58,492,4
58,376,2
58,205,2
58,31,2
58,297,4
58,299,2
58,191,1
58,483,1
58,128,5
58,437,1
58,546,4
58,174,5
58,221,4
58,374,5
58,540,4
58,324,2
58,119,1
58,620,4
58,614,3
58,726,4
58,9,4
58,138,5
58,611,1
58,271,2
58,264,4
58,232,2
58,78,4
58,701,2
58,175,3
59,639,4
59,444,5
59,57,4
59,399,3
59,220,2
59,477,1
59,72,5
59,211,2
59,356,3
59,305,2
59,103,3
59,187,3
59,4,1
59,246,4
59,68,4
59,397,4
59,330,2
59,92,1
59,227,3
59,394,5
59,512,4
59,712,4
59,666,4
59,122,5
59,543,2
59,577,3
59,91,5
59,620,5
59,121,1
59,379,4
59,133,1
59,514,2
60,339,1
60,180,3
60,262,3
60,682,3
60,15,4
60,654,5
60,680,4
60,655,2
60,545,5
60,543,5
60,669,4
60,265,2
60,167,3
60,174,4
60,685,2
60,41,3
60,507,4
60,437,4
60,69,3
60,70,2
60,78,2
61,353,1
61,309,1
61,590,5
61,453,4
61,364,2
61,279,5
61,265,5
61,459,4
61,652,1
61,720,2
61,434,4
61,721,4
61,130,2
61,327,3
61,222,2
61,263,2
61,387,5
61,466,3
61,681,5
61,305,4
61,125,3
61,244,2
61,465,2
61,682,5
61,90,5
61,495,5
61,614,3
61,564,3
61,424,4
61,323,5
61,622,4
61,507,2
61,656,2
61,708,5
61,631,1
62,15,4
62,285,2
62,243,2
62,509,1
62,34,5
62,202,4
62,135,2
62,287,3
62,622,4
62,372,5
62,213,3
62,255,2
62,606,1
62,547,1
62,345,4
62,260,5
62,447,4
62,75,3
62,1,1
62,271,2
62,676,3
62,64,4
62,298,3
62,124,2
62,476,4
62,182,1
62,312,5
62,556,4
62,598,1
63,216,5
63,659,2
63,364,4
63,359,1
63,147,2
63,522,2
63,272,5
63,289,3
63,654,3
63,471,1
63,403,4
63,364,3
63,176,2
63,550,1
63,586,4
63,156,1
63,638,4
63,165,2
63,294,2
63,99,2
63,476,5
63,347,5
63,183,5
63,573,1
63,138,2
63,682,4
63,571,1
63,725,2
63,385,5
63,487,5
63,104,5
63,638,5
63,589,3
63,630,1
64,647,2
64,312,3
64,576,2
64,721,4
64,620,4
64,429,4
64,357,4
64,165,2
64,121,3
64,194,3
64,558,1
64,458,2
64,583,4
64,271,2
64,230,5
64,562,1
64,229,5
64,541,4
64,286,1
64,248,4
64,215,2
64,700,3
64,83,1
64,603,4
64,165,2
64,680,5
64,86,3
64,686,4
64,60,5
64,23,2
64,710,5
64,275,2
64,103,3
64,160,2
64,18,2
65,225,1
65,247,2
65,442,3
65,690,4
65,546,4
65,597,1
65,400,4
65,586,2
65,194,4
65,170,1
65,326,3
65,451,4
65,621,1
65,649,4
65,379,5
65,118,1
65,404,4
65,626,2
65,500,3
65,73,1
65,728,3
65,289,3
65,717,4
65,382,4
65,218,4
65,203,3
65,374,4
65,183,3
65,470,5
65,27,1
65,517,1
65,577,5
65,584,1
65,625,1
65,68,5
65,557,5
65,697,2
65,42,1
65,451,3
65,703,4
66,298,5
66,156,2
66,241,3
66,78,3
66,354,2
66,566,2
66,711,4
66,88,2
66,188,1
66,106,4
66,693,1
66,291,1
66,359,5
66,282,5
66,573,3
66,193,5
66,402,2
66,488,1
66,368,1
66,718,3
66,359,5
66,207,2
66,565,5
66,589,3
66,484,3
66,629,4
66,444,1
66,130,1
66,205,1
66,707,1
66,97,1
67,96,3
67,396,2
67,21,4
67,2,5
67,462,2
67,365,1
67,326,2
67,554,5
67,220,2
67,102,3
67,145,1
67,165,4
67,461,2
67,122,1
67,714,3
67,2,4
67,258,1
67,279,5
67,32,5
67,607,5
67,226,1
67,74,2
67,434,3
67,233,4
67,455,4
67,567,5
67,29,3
67,711,5
67,511,4
67,258,2
67,674,2
67,87,4
67,160,5
67,364,2
67,37,5
67,632,1
67,499,2
67,490,5
68,167,3
68,282,5
68,558,5
68,338,1
68,522,5
68,481,1
68,379,4
68,374,2
68,674,5
68,711,3
68,729,3
68,209,5
68,429,4
68,139,5
68,127,5
68,283,1
68,648,2
68,95,1
68,419,3
68,498,1
68,101,4
68,704,3
68,339,2
68,334,1
68,647,1
68,712,4
68,722,1
68,29,2
68,655,3
68,632,1
68,486,1
68,260,4
68,688,2
68,416,3
68,414,4
69,356,4
69,626,2
69,330,1
69,222,3
69,402,3
69,474,1
69,217,4
69,202,3
69,503,4
69,676,5
69,294,5
69,69,1
69,358,3
69,86,5
69,651,4
69,386,4
69,591,2
69,264,2
69,700,4
69,44,4
69,563,2
69,434,1
69,13,4
69,513,4
70,47,5
70,583,4
70,609,5
70,354,3
70,96,3
70,719,2
70,453,5
70,104,4
70,350,1
70,662,2
70,476,1
70,507,5
70,495,4
70,28,1
70,416,5
70,495,2
70,275,3
70,322,1
70,53,5
70,146,5
70,386,3
70,136,2
70,636,3
70,508,5
70,455,5
70,486,3
70,452,1
70,349,3
70,678,3
70,211,5
71,173,2
71,637,3
71,623,2
71,2,2
71,487,2
71,330,4
71,275,3
71,382,4
71,400,3
71,221,1
71,597,4
71,730,4
71,472,2
71,153,4
71,223,3
71,451,2
71,30,5
71,65,2
71,511,4
71,625,3
71,35,1
71,72,1
71,109,1
71,671,4
71,619,4
71,61,4
71,52,3
71,195,5
71,518,3
71,251,5
71,389,5
71,498,2
71,118,5
71,406,4
71,318,5
